sample_id,has_mrna,has_mirna,has_methy,has_cnv,has_label,modality_count,cancer_type
TCGA.D8.A1XA.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XB.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XC.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XF.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XG.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XK.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XL.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XM.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XO.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XR.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XT.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XU.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XV.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XW.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XY.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1XZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1Y0.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1Y1.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1Y2.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A1Y3.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27E.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27F.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27G.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27H.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27I.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27K.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27L.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27M.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27P.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27R.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27T.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27V.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A27W.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A3Z6.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A4Z1.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A73U.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A73W.01,True,True,True,True,True,4,GS-BRCA
TCGA.D8.A73X.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A105.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A107.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A108.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A109.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A10B.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A10C.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A10F.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A14N.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A15I.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A15J.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A15K.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1AZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1B0.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1B1.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1B4.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1B5.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1B6.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1BC.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1BD.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IE.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IF.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IG.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IH.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1II.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IJ.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IK.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IN.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IO.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1IU.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1L6.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1L7.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1L8.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1L9.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LA.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LB.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LG.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LH.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LI.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LK.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A1LL.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A2P6.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A56Z.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A570.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A573.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A574.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A576.01,True,True,True,True,True,4,GS-BRCA
TCGA.E2.A9RU.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1N3.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1N4.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1N5.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1N8.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1N9.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NA.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1ND.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NE.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NF.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NG.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NH.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1NI.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1QZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R0.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R2.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R3.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R4.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R5.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R6.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1R7.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RA.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RB.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RC.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RD.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RE.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RF.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RG.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RH.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A1RI.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A226.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A227.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A228.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A229.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22A.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22B.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22D.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22E.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22G.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A22H.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A243.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A244.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A245.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A247.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A248.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A249.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A24A.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A295.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A2JS.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A2JT.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A3QA.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A3X8.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A54Y.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A5FK.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A5FL.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A5UO.01,True,True,True,True,True,4,GS-BRCA
TCGA.E9.A6HE.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1IW.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1IX.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1IY.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1IZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1J1.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1J2.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1J3.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1J5.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1J6.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1OV.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1OX.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1OY.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1OZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P0.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P1.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P3.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P4.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P5.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P6.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P7.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1P8.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1PA.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1PB.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1PE.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1PG.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A1PH.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A2FR.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A2FS.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A2FV.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A2FW.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A423.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A6S9.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A6SB.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A6SC.01,True,True,True,True,True,4,GS-BRCA
TCGA.EW.A6SD.01,True,True,True,True,True,4,GS-BRCA
TCGA.GI.A2C8.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2D9.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DA.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DB.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DC.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DD.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DF.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DH.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DI.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DK.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DL.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DM.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DN.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A2DO.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A3NW.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A3XL.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A4E0.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A5PV.01,True,True,True,True,True,4,GS-BRCA
TCGA.GM.A5PX.01,True,True,True,True,True,4,GS-BRCA
TCGA.HN.A2NL.01,True,True,True,True,True,4,GS-BRCA
TCGA.HN.A2OB.01,True,True,True,True,True,4,GS-BRCA
TCGA.JL.A3YX.01,True,True,True,True,True,4,GS-BRCA
TCGA.LD.A66U.01,True,True,True,True,True,4,GS-BRCA
TCGA.LD.A74U.01,True,True,True,True,True,4,GS-BRCA
TCGA.LD.A7W6.01,True,True,True,True,True,4,GS-BRCA
TCGA.LD.A9QF.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A440.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A50Y.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A5YL.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A5YM.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A5YN.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A5YO.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A5YP.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A6FP.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A6FQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A6FR.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A73Y.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A73Z.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A740.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A7SZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A7T0.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A8F5.01,True,True,True,True,True,4,GS-BRCA
TCGA.LL.A9Q3.01,True,True,True,True,True,4,GS-BRCA
TCGA.OK.A5Q2.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5D6.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5D7.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5D8.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5DA.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RU.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RV.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RW.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RX.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RY.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5RZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A5S0.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66H.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66I.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66J.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66K.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66L.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66N.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66O.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A66P.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A6VO.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A6VQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A6VR.01,True,True,True,True,True,4,GS-BRCA
TCGA.OL.A97C.01,True,True,True,True,True,4,GS-BRCA
TCGA.PE.A5DC.01,True,True,True,True,True,4,GS-BRCA
TCGA.PE.A5DD.01,True,True,True,True,True,4,GS-BRCA
TCGA.PE.A5DE.01,True,True,True,True,True,4,GS-BRCA
TCGA.PL.A8LV.01,True,True,True,True,True,4,GS-BRCA
TCGA.PL.A8LX.01,True,True,True,True,True,4,GS-BRCA
TCGA.PL.A8LY.01,True,True,True,True,True,4,GS-BRCA
TCGA.PL.A8LZ.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.A6ZF.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.A6ZG.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.A6ZH.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA0Z.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA10.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA11.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA12.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA14.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA15.01,True,True,True,True,True,4,GS-BRCA
TCGA.S3.AA17.01,True,True,True,True,True,4,GS-BRCA
TCGA.UL.AAZ6.01,True,True,True,True,True,4,GS-BRCA
TCGA.UU.A93S.01,True,True,True,True,True,4,GS-BRCA
TCGA.V7.A7HQ.01,True,True,True,True,True,4,GS-BRCA
TCGA.W8.A86G.01,True,True,True,True,True,4,GS-BRCA
TCGA.WT.AB41.01,True,True,True,True,True,4,GS-BRCA
TCGA.WT.AB44.01,True,True,True,True,True,4,GS-BRCA
TCGA.XX.A899.01,True,True,True,True,True,4,GS-BRCA
TCGA.XX.A89A.01,True,True,True,True,True,4,GS-BRCA
TCGA.Z7.A8R5.01,True,True,True,True,True,4,GS-BRCA
TCGA.Z7.A8R6.01,True,True,True,True,True,4,GS-BRCA
TCGA.3L.AA1B.01,True,True,True,True,True,4,GS-COAD
TCGA.4N.A93T.01,True,True,True,True,True,4,GS-COAD
TCGA.4T.AA8H.01,True,True,True,True,True,4,GS-COAD
TCGA.5M.AAT4.01,True,True,True,True,True,4,GS-COAD
TCGA.5M.AAT6.01,True,True,True,True,True,4,GS-COAD
TCGA.5M.AATE.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.2671.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.2675.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.2681.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.2685.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.2686.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.4105.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.4107.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5657.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5660.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5661.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5662.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5664.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5665.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5666.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.5667.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6137.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6138.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6142.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6648.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6649.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6651.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6652.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6653.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6654.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.6782.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.A565.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.A566.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.A567.01,True,True,True,True,True,4,GS-COAD
TCGA.A6.A56B.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3489.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3492.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3496.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3502.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3506.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3510.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3511.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3655.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3660.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3663.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3712.01,True,True,True,True,True,4,GS-COAD
TCGA.AA.3713.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.5900.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6548.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6888.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6889.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6890.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6895.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6899.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6901.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6963.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6964.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.6965.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.A5EJ.01,True,True,True,True,True,4,GS-COAD
TCGA.AD.A5EK.01,True,True,True,True,True,4,GS-COAD
TCGA.AM.5820.01,True,True,True,True,True,4,GS-COAD
TCGA.AM.5821.01,True,True,True,True,True,4,GS-COAD
TCGA.AU.3779.01,True,True,True,True,True,4,GS-COAD
TCGA.AU.6004.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.5543.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.6196.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.6197.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.6386.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.A54L.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.A69D.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.A71X.01,True,True,True,True,True,4,GS-COAD
TCGA.AY.A8YK.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4308.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4315.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4323.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4614.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4615.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4616.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.4682.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.5403.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.5407.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6598.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6599.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6600.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6603.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6605.01,True,True,True,True,True,4,GS-COAD
TCGA.AZ.6606.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.5254.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.5255.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.5256.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.5796.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.5797.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.6715.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.6716.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.6717.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.6718.01,True,True,True,True,True,4,GS-COAD
TCGA.CA.6719.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.4947.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.4948.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.4950.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.4951.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.4952.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.5912.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.5913.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.5914.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.5915.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.5916.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.6746.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.6747.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.6748.01,True,True,True,True,True,4,GS-COAD
TCGA.CK.6751.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4743.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4744.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4746.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4747.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4750.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4751.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.4752.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5341.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5344.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5348.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5349.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5860.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5861.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5862.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5863.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5864.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.5868.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6161.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6162.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6163.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6164.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6165.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6166.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6167.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6168.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6169.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6170.01,True,True,True,True,True,4,GS-COAD
TCGA.CM.6171.01,True,True,True,True,True,4,GS-COAD
